City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,san juan,-31.5375,-68.5364,30.5,37,0,4.09,AR,1675131721
292,tuy hoa,13.0833,109.3,20.43,80,100,2.86,VN,1675131722
293,la asuncion,11.0333,-63.8628,23.01,82,0,4.33,VE,1675131497
294,necochea,-38.5473,-58.7368,19.84,86,0,5.86,AR,1675131722
295,chuy,-33.6971,-53.4616,20.88,91,0,1.7,UY,1675131723
296,usvyaty,55.7456,30.7533,0.09,96,100,5.19,RU,1675131724
297,port elizabeth,-33.918,25.5701,20.16,98,100,6.17,ZA,1675131724
298,prince rupert,54.3161,-130.3201,1.05,93,100,10.29,CA,1675131725
299,tuktoyaktuk,69.4541,-133.0374,-36.0,68,0,0.0,CA,1675131726
300,sao jose da coroa grande,-8.8978,-35.1478,25.44,78,76,2.53,BR,1675131726
301,darnah,32.767,22.6367,13.8,56,39,10.91,LY,1675131727
302,bhag,29.0415,67.8239,13.28,25,0,2.12,PK,1675131728
303,tiksi,71.6872,128.8694,-28.2,98,100,3.78,RU,1675131728
304,kishi,9.0833,3.85,25.35,14,60,1.86,NG,1675131729
305,lapeer,43.0514,-83.3188,-10.03,67,100,5.66,US,1675131463
306,abu samrah,35.3029,37.1841,6.58,89,100,3.88,SY,1675131730
307,narsaq,60.9167,-46.05,-8.88,88,100,2.39,GL,1675131731
308,lata,40.1629,-8.3327,0.6,76,0,1.71,PT,1675131731
309,tulun,54.5611,100.5792,-21.72,99,61,1.44,RU,1675131732
310,lucapa,-8.4192,20.7447,18.36,96,100,0.87,AO,1675131733
311,mana,5.6592,-53.7767,23.69,88,1,2.28,GF,1675131464
312,hamilton,39.1834,-84.5333,-0.59,88,100,5.14,US,1675131505
313,cururupu,-1.8283,-44.8683,23.07,97,100,1.01,BR,1675131734
314,rognan,67.0953,15.3878,-0.92,94,88,2.12,NO,1675131735
315,ocos,14.5094,-92.1933,25.1,69,0,3.31,GT,1675131736
316,conde,-7.2597,-34.9075,26.7,74,20,3.6,BR,1675131736
317,launceston,-41.45,147.1667,24.23,51,0,4.63,AU,1675131515
318,padilla,3.2204,-76.3139,23.76,90,100,1.03,CO,1675131737
319,zhezkazgan,47.8043,67.7144,-16.01,78,20,3.0,KZ,1675131738
320,andijon,40.7821,72.3442,-0.4,89,60,1.85,UZ,1675131739
321,manta,-0.95,-80.7333,26.88,78,0,2.57,EC,1675131739
322,ust-maya,60.4167,134.5333,-41.68,96,99,0.35,RU,1675131740
323,haines junction,60.7522,-137.5108,-6.9,98,100,0.2,CA,1675131561
324,bumba,2.1833,22.4667,21.71,80,60,0.99,CD,1675131741
325,semibratovo,57.3046,39.5369,-1.08,91,100,7.33,RU,1675131742
326,yenagoa,4.9247,6.2642,25.76,88,100,0.97,NG,1675131742
327,kichmengskiy gorodok,59.9816,45.7854,-3.82,91,100,5.79,RU,1675131743
328,yudong,29.385,106.5194,11.33,54,0,0.38,CN,1675131744
329,broken hill,-31.95,141.4333,26.32,29,0,5.89,AU,1675131744
330,souillac,-20.5167,57.5167,23.21,88,40,1.54,MU,1675131745
331,mahebourg,-20.4081,57.7,25.14,88,40,1.54,MU,1675131745
332,bonthe,7.5264,-12.505,24.8,86,59,1.5,SL,1675131164
333,misratah,32.3754,15.0925,11.73,77,20,5.73,LY,1675131746
334,luzhou,28.8724,105.4405,12.57,54,0,0.65,CN,1675131747
335,taunggyi,20.7833,97.0333,17.39,60,42,0.29,MM,1675131747
336,hirara,24.8,125.2833,18.92,59,20,4.63,JP,1675131620
337,sur,22.5667,59.5289,18.25,65,0,0.7,OM,1675131546
338,hofn,64.2539,-15.2082,0.85,97,100,6.27,IS,1675131749
339,victor harbor,-35.5667,138.6167,25.93,62,0,3.84,AU,1675131750
340,aykhal,66.0,111.5,-36.89,100,99,2.37,RU,1675131713
341,antofagasta,-23.65,-70.4,19.6,81,99,1.43,CL,1675131531
342,broome,42.2506,-75.833,-0.86,83,100,2.57,US,1675131751
343,boddam,57.4667,-1.7833,8.02,79,100,7.12,GB,1675131752
344,jizan,17.3333,42.6667,24.52,83,29,2.82,SA,1675131752
345,nakamura,32.9833,132.9333,8.96,43,1,1.5,JP,1675131753
346,manjacaze,-24.7117,33.8828,22.04,90,63,1.72,MZ,1675131753
347,abu dhabi,24.4667,54.3667,16.09,90,0,1.34,AE,1675131569
348,portland,45.5234,-122.6762,2.67,44,20,2.57,US,1675131151
349,matiri,-10.75,34.9,15.75,92,8,1.14,TZ,1675131755
350,suluova,40.8313,35.6479,1.92,93,75,2.06,TR,1675131755
351,college,64.8569,-147.8028,-3.85,90,75,1.54,US,1675131756
352,ouro preto do oeste,-10.7481,-62.2158,21.91,96,88,1.65,BR,1675131757
353,tobane,-21.95,27.9,19.03,84,98,3.99,BW,1675131757
354,srednekolymsk,67.45,153.6833,-19.95,98,100,6.62,RU,1675131484
355,mosquera,4.7059,-74.2302,12.05,76,75,1.03,CO,1675131372
356,puerto del rosario,28.5004,-13.8627,16.86,63,40,7.2,ES,1675131532
357,alim,9.5649,122.4876,28.71,69,82,7.25,PH,1675131759
358,sanger,36.708,-119.556,8.92,70,0,2.57,US,1675131571
359,coos bay,43.3665,-124.2179,5.55,65,0,2.57,US,1675131760
360,muravlenko,63.7898,74.523,-19.52,98,95,4.51,RU,1675131760
361,belmonte,-15.8631,-38.8828,24.42,80,3,2.11,BR,1675131761
362,kabinda,-6.1333,24.4833,18.73,94,96,1.04,CD,1675131761
363,bull savanna,17.8868,-77.5902,22.4,84,40,2.61,JM,1675131762
364,yen bai,21.7,104.8667,15.58,47,7,0.79,VN,1675131762
365,iqaluit,63.7506,-68.5145,-34.15,68,0,1.03,CA,1675131763
366,buala,-8.145,159.5921,29.64,65,83,3.07,SB,1675131206
367,mercedes,-34.6515,-59.4307,23.13,60,0,3.44,AR,1675131764
368,copiapo,-27.3667,-70.3333,15.83,63,11,1.3,CL,1675131526
369,yershov,51.3513,48.2766,-5.45,85,96,4.62,RU,1675131765
370,dingle,10.9995,122.6711,26.88,81,99,7.28,PH,1675131211
371,okha,53.5739,142.9478,-20.19,84,100,5.92,RU,1675131766
372,springbok,-29.6643,17.8865,14.43,67,0,1.01,ZA,1675131767
373,high level,58.5169,-117.136,-12.94,85,100,4.12,CA,1675131767
374,namatanai,-3.6667,152.4333,29.1,71,94,2.27,PG,1675131768
375,karad,17.2833,74.2,19.23,50,8,2.12,IN,1675131768
376,mecca,21.4267,39.8261,22.27,79,2,0.83,SA,1675131769
377,saint-francois,46.4154,3.9054,2.69,100,100,1.54,FR,1675131769
378,camana,-16.6228,-72.7111,23.59,85,99,1.71,PE,1675131770
379,bluefield,37.2698,-81.2223,9.11,91,100,4.12,US,1675131771
380,bethel,41.3712,-73.414,7.05,79,75,1.54,US,1675131498
381,lazaro cardenas,17.9583,-102.2,24.07,80,0,1.75,MX,1675131772
382,dickinson,29.4608,-95.0513,9.41,93,100,5.14,US,1675131772
383,port hedland,-20.3167,118.5667,34.03,49,85,3.09,AU,1675131773
384,shakawe,-18.3667,21.85,19.08,93,100,2.1,BW,1675131773
385,ewa beach,21.3156,-158.0072,25.97,81,75,5.14,US,1675131774
386,nizwa,22.9333,57.5333,15.54,43,0,1.07,OM,1675131733
387,okhotsk,59.3833,143.3,-17.35,81,100,6.74,RU,1675131219
388,wajima,37.4,136.9,2.38,60,20,1.54,JP,1675131775
389,nizhnyaya tura,58.6293,59.8118,-13.61,97,57,2.11,RU,1675131776
390,antalaha,-14.9003,50.2788,24.5,88,84,2.03,MG,1675131776
391,along,28.1667,94.7667,16.3,52,0,0.44,IN,1675131777
392,havoysund,70.9963,24.6622,1.13,70,100,5.77,NO,1675131777
393,nizhniy kuranakh,58.8353,125.4869,-20.12,97,100,1.07,RU,1675131778
394,cordoba,-31.4135,-64.1811,26.53,79,40,2.06,AR,1675131749
395,novokizhinginsk,51.6115,109.5917,-13.07,88,60,5.17,RU,1675131779
396,saint-pierre,-21.3393,55.4781,26.82,78,100,1.54,RE,1675131779
397,langenburg,49.2544,9.8458,2.6,87,75,6.17,DE,1675131780
398,poum,-20.2333,164.0167,25.92,72,0,0.53,NC,1675131781
399,caucaia,-3.7361,-38.6531,27.8,76,40,3.09,BR,1675131781
400,lixourion,38.2019,20.4314,11.67,73,100,10.13,GR,1675131782
401,strezhevoy,60.7333,77.5889,-13.33,96,100,3.07,RU,1675131783
402,naron,43.5167,-8.1528,5.01,86,6,2.55,ES,1675131783
403,cozumel,20.5083,-86.9458,25.04,86,0,2.24,MX,1675131752
404,les escoumins,48.1111,-69.0236,-12.36,93,100,0.32,CA,1675131785
405,tombouctou,20.0,-3.0,12.03,18,40,5.43,ML,1675131785
406,husavik,66.0449,-17.3389,-3.14,89,100,12.12,IS,1675131786
407,greenwood,34.1668,-82.1165,13.22,59,100,3.09,US,1675131787
408,beloha,-25.1667,45.05,22.04,72,100,4.61,MG,1675131787
409,talnakh,69.4865,88.3972,-15.44,96,100,4.95,RU,1675131505
410,havre-saint-pierre,50.2334,-63.5986,-9.0,85,100,6.69,CA,1675131612
411,port-cartier,50.0334,-66.8654,-16.18,89,86,3.08,CA,1675131789
412,nouadhibou,20.931,-17.0347,15.99,67,21,9.26,MR,1675131790
413,mandalgovi,45.7625,106.2708,-12.1,47,0,9.49,MN,1675131791
414,san carlos,9.6612,-68.5827,22.2,61,6,2.23,VE,1675131792
415,marsaxlokk,35.8419,14.5431,10.34,76,20,4.63,MT,1675131793
416,filingue,14.3521,3.3168,19.55,6,93,4.63,NE,1675131794
417,velingara,13.15,-14.1167,22.01,14,90,2.7,SN,1675131794
418,amboasary,-25.0333,46.3833,22.48,84,100,4.93,MG,1675131795
419,worland,44.0169,-107.9554,-23.36,84,0,2.68,US,1675131796
420,priekule,56.4468,21.5897,3.62,80,99,6.19,LV,1675131796
421,vila velha,-20.3297,-40.2925,24.97,89,40,1.54,BR,1675131797
422,lobito,-12.3481,13.5456,24.85,84,100,1.19,AO,1675131798
423,honningsvag,70.9821,25.9704,0.86,75,40,3.09,NO,1675131675
424,bowen,-20.0167,148.2333,28.25,68,100,4.55,AU,1675131203
425,yilan,24.757,121.753,20.92,63,0,2.65,TW,1675131800
426,ostrovnoy,68.0531,39.5131,-4.87,93,100,4.62,RU,1675131673
427,shingu,33.7333,135.9833,7.6,36,0,0.79,JP,1675131801
428,igurubi,-4.0,33.7,18.33,72,57,2.44,TZ,1675131801
429,sheffield,53.383,-1.4659,7.3,78,100,1.79,GB,1675131802
430,seinajoki,62.7945,22.8282,-2.09,89,100,6.17,FI,1675131803
431,maceio,-9.6658,-35.7353,24.69,94,75,4.12,BR,1675131581
432,talakan,50.3167,130.3667,-20.84,94,98,0.62,RU,1675131804
433,mount isa,-20.7333,139.5,27.87,83,40,1.54,AU,1675131805
434,taltal,-25.4,-70.4833,19.27,77,99,1.32,CL,1675131805
435,thinadhoo,0.5333,72.9333,26.96,75,87,3.61,MV,1675131806
436,vilhena,-12.7406,-60.1458,19.88,96,68,1.2,BR,1675131806
437,kenora,49.8167,-94.4337,-24.46,70,20,6.71,CA,1675131807
438,batagay-alyta,67.8006,130.4114,-28.09,98,100,1.0,RU,1675131808
439,yaan,7.3833,8.5667,27.56,65,100,4.26,NG,1675131808
440,panitian,9.0965,118.0864,24.82,96,100,5.01,PH,1675131809
441,kayerkan,69.3497,87.7602,-15.82,84,100,3.36,RU,1675131809
442,zanjan,36.6736,48.4787,1.14,99,100,2.44,IR,1675131810
443,beruwala,6.4788,79.9828,24.14,87,99,5.31,LK,1675131811
444,talcahuano,-36.7167,-73.1167,16.82,67,0,6.69,CL,1675131811
445,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.67,46,75,7.0,RU,1675131812
446,borovoy,55.4333,86.0833,-12.4,92,20,2.0,RU,1675131812
447,port hardy,50.6996,-127.4199,2.1,75,100,2.06,CA,1675131617
448,choix,26.7092,-108.3219,19.8,28,100,0.45,MX,1675131813
449,san patricio,28.017,-97.5169,7.92,82,100,6.46,US,1675131814
450,baillif,16.0202,-61.7463,20.72,79,3,3.44,GP,1675131814
451,oranjestad,12.524,-70.027,24.97,78,40,4.12,AW,1675131641
452,sayat,38.7839,63.8803,1.93,83,72,5.06,TM,1675131815
453,perth,-31.9333,115.8333,30.58,42,0,6.69,AU,1675131375
454,toyooka,35.5333,134.8333,2.03,93,75,2.06,JP,1675131731
455,condoto,5.0935,-76.6497,22.81,98,70,1.02,CO,1675131817
456,elmadag,39.9208,33.2308,-1.48,96,100,2.0,TR,1675131817
457,beduido,40.7643,-8.5611,5.41,71,1,2.02,PT,1675131818
458,bilibino,68.0546,166.4372,-12.59,92,100,2.74,RU,1675130973
459,hervey bay,-25.2986,152.8535,26.88,70,58,7.91,AU,1675131659
460,safranbolu,41.2508,32.6942,-0.32,95,97,1.2,TR,1675131819
461,porbandar,21.6422,69.6093,17.17,37,2,5.78,IN,1675131820
462,niquero,20.0431,-77.5828,23.65,80,31,3.06,CU,1675131820
463,antsohihy,-14.8796,47.9875,23.35,97,48,0.62,MG,1675131821
464,gigmoto,13.7796,124.39,25.4,87,98,7.82,PH,1675131821
465,guerrero negro,27.9769,-114.0611,15.66,66,61,3.8,MX,1675131576
466,boyuibe,-20.4167,-63.2833,21.36,92,25,2.14,BO,1675131823
467,camacha,33.0833,-16.3333,13.68,58,40,3.6,PT,1675131823
468,mazatan,14.8667,-92.45,25.04,100,0,0.0,MX,1675131824
469,pacifica,37.6138,-122.4869,11.47,38,0,2.57,US,1675131229
470,barcelona,41.3888,2.159,8.63,63,0,5.14,ES,1675131604
471,isangel,-19.55,169.2667,28.5,71,100,0.78,VU,1675131767
472,nancha,47.1333,129.2667,-14.74,71,85,0.1,CN,1675131825
473,cabedelo,-6.9811,-34.8339,27.37,74,61,5.91,BR,1675131710
474,dalbandin,28.8947,64.4101,8.08,39,0,2.13,PK,1675131826
475,krasnoarmeysk,51.0239,45.6969,-3.5,97,98,3.88,RU,1675131827
476,jolalpan,18.325,-98.8417,25.17,31,0,1.21,MX,1675131827
477,salgado de sao felix,-7.3569,-35.4406,23.96,79,56,2.42,BR,1675131828
478,vidim,56.4088,103.1106,-18.25,99,100,2.42,RU,1675131829
479,el alto,-4.2714,-81.2147,22.78,76,99,1.56,PE,1675131829
480,camiri,-20.05,-63.5167,21.14,94,43,1.29,BO,1675131830
481,mishan,45.55,131.8833,-14.32,88,36,1.58,CN,1675131831
482,tabou,4.423,-7.3528,25.87,85,94,2.42,CI,1675131831
483,alamogordo,32.8995,-105.9603,11.64,29,75,3.6,US,1675131607
484,tavda,58.0425,65.2726,-8.6,93,100,3.51,RU,1675131832
485,te anau,-45.4167,167.7167,25.85,53,40,2.61,NZ,1675131833
486,tessalit,20.1986,1.0114,11.96,15,20,4.49,ML,1675131833
487,richards bay,-28.783,32.0377,21.4,95,100,3.12,ZA,1675131834
488,atasu,48.6814,71.6433,-11.67,83,100,0.46,KZ,1675131834
489,lorengau,-2.0226,147.2712,28.68,73,51,2.8,PG,1675131835
490,charters towers,-20.1,146.2667,28.6,62,100,3.8,AU,1675131835
491,mayor pablo lagerenza,-19.9309,-60.7718,26.98,68,99,2.71,PY,1675131836
492,grand gaube,-20.0064,57.6608,25.21,77,66,0.45,MU,1675131837
493,kungurtug,50.5994,97.5228,-22.17,97,98,0.88,RU,1675131564
494,nanakuli,21.3906,-158.1547,25.97,73,75,4.12,US,1675131837
495,waw,7.7029,27.9953,24.4,20,1,1.62,SS,1675131838
496,corralillo,22.9819,-80.5856,23.86,77,5,6.35,CU,1675131839
497,dolzhanskaya,46.6311,37.8039,3.62,95,100,3.64,RU,1675131839
498,okitipupa,6.5047,4.7839,24.16,96,100,0.55,NG,1675131840
499,vila franca do campo,37.7167,-25.4333,13.23,82,99,4.02,PT,1675131840
500,grindavik,63.8424,-22.4338,2.26,80,75,15.95,IS,1675131841
501,coihaique,-45.5752,-72.0662,11.34,54,0,1.54,CL,1675131768
502,chinu,9.1057,-75.3981,24.38,79,37,4.93,CO,1675131842
503,concepcion,-36.827,-73.0498,16.89,67,0,6.69,CL,1675131699
504,kursavka,44.4564,42.5093,1.43,92,89,2.26,RU,1675131844
505,moerai,-22.4333,-151.3333,26.69,77,23,6.87,PF,1675131597
506,rena,61.1348,11.3641,-11.14,90,29,1.68,NO,1675131845
507,praia da vitoria,38.7333,-27.0667,13.2,82,40,5.14,PT,1675131667
508,caceres,39.522,-6.3748,0.19,82,0,1.25,ES,1675131846
509,pevek,69.7008,170.3133,-8.09,89,100,1.63,RU,1675131847
510,lichinga,-13.3128,35.2406,16.63,95,100,1.87,MZ,1675131847
511,osa,57.2829,55.4567,-5.15,92,100,6.26,RU,1675131848
512,shiyan,32.6475,110.7781,13.01,33,0,1.45,CN,1675131849
513,smolensk,55.0,33.0,-1.61,93,100,4.79,RU,1675131849
514,henties bay,-22.116,14.2845,17.33,86,97,2.59,NA,1675131850
515,tortoli,39.9256,9.6572,9.9,43,20,2.06,IT,1675131851
516,lagoa,39.05,-27.9833,14.08,72,100,6.29,PT,1675131851
517,mvuma,-19.2792,30.5283,18.09,84,98,3.4,ZW,1675131852
518,chumikan,54.7183,135.315,-24.83,86,22,11.35,RU,1675131853
519,khani,41.9563,42.9566,-3.24,70,16,2.37,GE,1675131853
520,garissa,-0.4536,39.6401,23.57,73,8,2.5,KE,1675131854
521,svetlaya,46.5389,138.3297,-11.58,49,0,2.5,RU,1675131855
522,kelo,9.3086,15.8066,25.6,18,0,2.12,TD,1675131671
523,nara,34.6851,135.8049,7.2,39,13,1.93,JP,1675131856
524,ishinomaki,38.4167,141.3,3.0,49,35,10.17,JP,1675131857
525,acapulco,16.8634,-99.8901,26.9,74,20,3.6,MX,1675131738
526,yining,29.0361,114.5636,14.22,29,0,0.63,CN,1675131858
527,oriximina,-1.7656,-55.8661,23.49,93,100,0.68,BR,1675131858
528,ouesso,1.6136,16.0517,22.09,76,99,1.68,CG,1675131859
529,waingapu,-9.6567,120.2641,29.84,69,78,3.07,ID,1675131860
530,beringovskiy,63.05,179.3167,-5.98,93,32,4.34,RU,1675131860
531,barabinsk,55.3571,78.357,-20.39,98,94,3.1,RU,1675131861
532,rocha,-34.4833,-54.3333,19.8,96,0,1.36,UY,1675131626
533,vanavara,60.34,102.2797,-31.96,100,97,1.55,RU,1675131862
534,knin,44.0439,16.2,3.4,73,39,2.83,HR,1675131863
535,eugene,44.0521,-123.0867,0.7,67,20,0.45,US,1675131656
536,visby,57.6409,18.296,3.12,65,1,10.8,SE,1675131864
537,eyl,7.9803,49.8164,20.73,73,18,5.1,SO,1675131865
538,glenwood springs,39.5505,-107.3248,-4.78,84,100,6.69,US,1675131865
539,takoradi,4.8845,-1.7554,26.17,86,87,1.84,GH,1675131866
540,shuangcheng,45.35,126.2833,-16.18,82,100,1.95,CN,1675131866
541,komsomolskiy,40.4272,71.7189,-2.6,80,78,2.06,UZ,1675131867
542,masvingo,-20.0637,30.8277,19.6,81,97,3.4,ZW,1675131867
543,arys,42.4252,68.795,1.0,95,100,2.79,KZ,1675131868
544,kyra,49.5776,111.9753,-12.07,66,25,9.04,RU,1675131869
545,revelstoke,50.9832,-118.2023,-9.99,92,100,1.03,CA,1675131869
546,port blair,11.6667,92.75,28.02,74,40,1.54,IN,1675131606
547,kununurra,-15.7667,128.7333,30.99,70,75,1.03,AU,1675131573
548,grootfontein,-19.5667,18.1167,18.76,94,100,0.0,NA,1675131871
549,ketchikan,55.3422,-131.6461,1.99,93,100,3.09,US,1675131872
550,sawakin,19.1059,37.3321,24.04,78,23,1.5,SD,1675131872
551,sunbury,-37.5833,144.7333,23.77,49,20,5.66,AU,1675131873
552,renfrew,55.872,-4.3925,9.2,85,100,9.77,GB,1675131874
553,labuhan,-6.8844,112.2051,27.58,77,99,3.04,ID,1675131874
554,galesburg,40.9478,-90.3712,-12.38,72,0,1.54,US,1675131745
555,koumac,-20.5667,164.2833,27.93,63,0,2.82,NC,1675131875
556,castrillon,43.3979,-6.7922,1.49,92,4,1.29,ES,1675131876
557,kropotkin,45.4375,40.5756,2.09,86,29,2.8,RU,1675131876
558,vikarabad,17.3333,77.9,18.68,83,97,2.77,IN,1675131877
559,singaraja,-8.112,115.0882,28.08,77,98,1.66,ID,1675131878
560,myingyan,21.4667,95.3833,23.79,54,0,0.96,MM,1675131878
561,comodoro rivadavia,-45.8667,-67.5,14.92,77,0,5.14,AR,1675131879
562,praya,14.9215,-23.5087,21.3,68,20,6.17,CV,1675131880
563,bogande,12.9714,-0.1436,20.78,6,53,4.33,BF,1675131880
564,neiafu,-18.65,-173.9833,30.38,74,75,5.14,TO,1675131622
565,puri,19.8,85.85,21.29,51,91,2.73,IN,1675131881
566,gardez,33.5974,69.2259,-11.69,86,7,1.65,AF,1675131882
567,montepuez,-13.1256,38.9997,20.23,98,16,1.47,MZ,1675131882
568,muros,42.7762,-9.0603,1.72,93,0,2.49,ES,1675131883
569,lima,-12.0432,-77.0282,24.94,75,40,6.17,PE,1675131466
570,hanmer springs,-42.5167,172.8167,22.77,75,100,1.82,NZ,1675131884
571,carutapera,-1.195,-46.02,23.54,94,100,0.9,BR,1675131884
572,north bend,43.4065,-124.2243,5.51,64,0,2.57,US,1675131885
573,fairbanks,64.8378,-147.7164,-3.84,90,75,1.54,US,1675131655
574,najran,17.4924,44.1277,12.36,47,57,0.34,SA,1675131632
575,bondoukou,8.0333,-2.8,24.92,16,22,1.59,CI,1675131886
576,erenhot,43.6475,111.9767,-9.19,57,0,8.71,CN,1675131887
577,monte alegre,-2.0078,-54.0692,23.94,87,100,1.31,BR,1675131888
578,masterton,-40.9597,175.6575,23.82,61,100,3.77,NZ,1675131888
579,fairlie,55.756,-4.8556,9.12,90,100,4.02,GB,1675131889
580,rio cuarto,-33.1307,-64.3499,23.87,78,0,4.12,AR,1675131889
581,hay river,60.8156,-115.7999,-24.01,77,40,3.6,CA,1675131759
582,abha,18.2164,42.5053,9.14,81,0,1.54,SA,1675131890
583,hefei,31.8639,117.2808,11.01,40,0,1.0,CN,1675131891
